icao,iata,name,city,country,lat,lon,airport_type,scheduled_service,runway_length_ft
HRYU,RHG,Ruhengeri Airport,Ruhengeri,Rwanda,-1.496873,29.631343,small_airport,false,4000
HRZA,KME,Kamembe Airport,Kamembe,Rwanda,-2.462239980697632,28.907899856567383,medium_airport,true,4921
HSAK,,Akobo Airport,Akobo,South Sudan,7.7779,33.0027,small_airport,false,3500
HSAT,ATB,Atbara Airport,Atbara,Sudan,17.709928,34.057205,small_airport,false,8465
HSAW,,Aweil Airport,Aweil,South Sudan,8.791383,27.360151,small_airport,false,0
HSBR,,Bor Airport,Bor,South Sudan,6.191942,31.600408,small_airport,false,0
HSBT,,Bentiu Airport,Rubkona,South Sudan,9.308488,29.787316,small_airport,false,0
HSCG,,Carthago Airport,Carthago,Sudan,18.751389,36.991667,small_airport,false,5561
HSDB,EDB,Al Dabbah Airport,Al Dabbah,Sudan,18.0146,30.9595,small_airport,false,4595
HSDN,DOG,Dongola Airport,Dongola,Sudan,19.153666,30.430069,medium_airport,true,9843
HSDZ,RSS,Damazin Airport,Ad Damazin,Sudan,11.7859,34.3367,small_airport,false,9020
HSFA,,Paloich Airport,Higleig,South Sudan,10.529167,32.500556,medium_airport,false,8202
HSFS,ELF,El Fasher Airport,El Fasher,Sudan,13.614899635314941,25.324600219726562,medium_airport,true,9744
HSGG,DNX,Galegu Airport,Dinder,Sudan,12.532999992370605,35.06700134277344,small_airport,false,0
HSGN,EGN,Geneina Airport,Geneina,Sudan,13.481882,22.467119,small_airport,false,6194
HSGO,,Gogrial Airport,Gogrial,Sudan,18.867000579833984,28.117000579833984,small_airport,false,0
HSHG,HEG,Heglig Airport,Heglig,Sudan,9.994933,29.397718,small_airport,false,0
HSKA,KSL,Kassala Airport,Kassala,Sudan,15.387499809265137,36.328800201416016,medium_airport,true,8202
HSKG,GBU,Khashm El Girba Airport,Khashm El Girba,Sudan,14.925,35.877998,small_airport,false,0
HSKJ,,Kajo Keji Airport,Kajo Keji,South Sudan,3.85754,31.65652,small_airport,false,0
HSKN,,Kenana Airport,Sifeiya,Sudan,13.05343,32.90732,small_airport,false,0
HSKP,,Kapoeta Airport,Kapoeta,South Sudan,4.780812,33.586278,small_airport,false,0
HSLI,KDX,Kadugli Airport,Kadugli,Sudan,11.137999534600002,29.7010993958,small_airport,false,8375
HSMD,,Marida Airport,Marida,South Sudan,4.902851,29.443263,small_airport,false,0
HSMK,RBX,Rumbek Airport,Rumbek,South Sudan,6.831074,29.669073,small_airport,false,0
HSMN,MWE,Merowe Airport,Merowe,Sudan,18.443333,31.843333,medium_airport,false,13186
HSMR,,Merowe Town Airport,Merowe,Sudan,18.455,31.8185,small_airport,false,4921
HSND,,Shendi Airport,Shendi,Sudan,16.703775,33.446395,small_airport,false,0
HSNH,NUD,En Nahud Airport,En Nahud,Sudan,12.735513,28.410841,small_airport,false,0
HSNM,,Nimule Airport,Nimule,South Sudan,3.597659,32.090278,small_airport,false,0
HSNN,UYL,Nyala Airport,Nyala,Sudan,12.0535,24.9562,medium_airport,true,9880
HSNW,NHF,New Halfa Airport,New Halfa,Sudan,15.3556,35.727798,small_airport,false,0
HSOB,EBD,El-Obeid Airport,El-Obeid,Sudan,13.1532,30.2327,medium_airport,true,9843
HSPA,,Pochalla Airport,Pochalla,South Sudan,7.178563,34.097359,small_airport,false,0
HSPI,,Pibor Airport,Pibor,South Sudan,6.798561,33.125904,small_airport,false,0
HSPN,PZU,Port Sudan New International Airport,Port Sudan,Sudan,19.434558,37.234125,large_airport,true,8202
HSRJ,,Raga Airport,Raga,South Sudan,8.46111,25.681101,small_airport,false,0
HSRN,,Renk Airport,Renk,South Sudan,11.644773,32.81045,small_airport,false,0
HSSG,,Sabera Geneina Airport,Geneina,Sudan,13.4774,22.53722,medium_airport,false,9829
HSSK,KRT,Khartoum International Airport,Khartoum,Sudan,15.5895,32.5532,large_airport,true,9751
HSSM,MAK,Malakal International Airport,Malakal,South Sudan,9.558739,31.651937,medium_airport,true,6562
HSSP,,Port Sudan Air Base,Port Sudan,Sudan,19.5765,37.2159,small_airport,false,0
HSSW,WHF,Wadi Halfa Airport,Wadi Halfa,Sudan,21.802698,31.521578,small_airport,false,6562
HSTO,,Tonj Airport,Tonj,South Sudan,7.26631,28.662424,small_airport,false,0
HSTR,,Torit Airport,Torit,South Sudan,4.416769,32.575707,small_airport,false,0
HSTU,,Tumbura Airport,Tumbura,South Sudan,5.602137,27.473212,small_airport,false,0
HSWW,WUU,Wau Airport,Wau,South Sudan,7.72583,27.975,medium_airport,true,8202
HSYA,,Yambio Airport,Yambio,South Sudan,4.567066,28.424106,small_airport,false,0
HSYE,,Yei Airport,Yei,South Sudan,4.128965,30.731817,small_airport,false,0
HSYL,,Yirol Airport,Yirol,South Sudan,6.561571,30.509892,small_airport,false,0
HSZA,ZLX,Zalingei Airport,Zalingei,Sudan,12.9437,23.5631,small_airport,false,0
HTAG,,Amani Beach Airport,Somangira,Tanzania,-6.957292,39.505588,small_airport,false,0
HTAR,ARK,Arusha Airport,Arusha,Tanzania,-3.3677899837493896,36.63330078125,medium_airport,true,5377
HTBB,,Kibambawe Airstrip,Selous Game Reserve,Tanzania,-7.748241,38.001833,small_airport,false,0
HTBS,,Mbesa Airport,Mbesa Mission,Tanzania,-11.331675,37.067816,small_airport,false,0
HTBU,BKZ,Bukoba Airport,Bukoba,Tanzania,-1.332,31.8212,small_airport,true,4535
HTCH,,Chunya Airport,Chunya,Tanzania,-8.558318,33.436368,small_airport,false,0
HTDA,DAR,Julius Nyerere International Airport,Dar es Salaam,Tanzania,-6.873499,39.207288,large_airport,true,9843
HTDO,DOD,Dodoma Airport,Dodoma,Tanzania,-6.170559,35.756036,medium_airport,true,6700
HTEN,,Endulen Airport,Endulen,Tanzania,-3.194243,35.26315,small_airport,false,0
HTGE,GTC,Chato/Geita Airport,Chato District,Tanzania,-2.74233,31.70683,small_airport,false,0
HTGR,GTZ,Kirawira B Aerodrome,Grumeti Game Reserve,Tanzania,-2.160833,34.225556,small_airport,false,0
HTGW,MBI,Songwe Airport,Mbeya,Tanzania,-8.919942,33.273981,medium_airport,true,10925
HTIR,IRI,Iringa Airport,Nduli,Tanzania,-7.66863,35.752102,medium_airport,false,5508
HTIY,,Inyonga Airport,Inyonga,Tanzania,-6.719232,32.062657,small_airport,false,0
HTKA,TKQ,Kigoma Airport,Kigoma,Tanzania,-4.8862,29.6709,small_airport,true,5797
HTKB,,Kibondo Airport,Kibondo,Tanzania,-3.525979995727539,30.650400161743164,small_airport,false,0
HTKD,,Kondoa Airport,Kondoa,Tanzania,-4.894127,35.769098,small_airport,false,0
HTKI,KIY,Kilwa Airport,Kilwa Masoko,Tanzania,-8.91123,39.508619,small_airport,false,5906
HTKJ,JRO,Kilimanjaro International Airport,Arusha,Tanzania,-3.427049,37.07353,large_airport,true,11811
HTKL,,Kirondatal Airport,Kirondatal,Tanzania,-4.312575,34.346453,small_airport,false,0
HTKO,,Kongwa Airport,Kongwa,Tanzania,-6.150000095367432,36.41699981689453,small_airport,false,0
HTKS,,Kilosa Airport,Kilosa,Tanzania,-6.864605,37.00845,small_airport,false,0
HTKT,,Kilimatinde Airport,Kilimatinde,Tanzania,-5.831378,34.966387,small_airport,false,0
HTLD,,Loliondo Airport,Loliondo,Tanzania,-2.06969,35.5457,small_airport,false,0
HTLI,LDI,Lindi Airport,Lindi,Tanzania,-9.851005,39.75911,small_airport,false,5735
HTLL,,Liuli Airport,Liuli,Tanzania,-11.116399765014648,34.652198791503906,small_airport,false,0
HTLM,LKY,Lake Manyara Airport,Lake Manyara National Park,Tanzania,-3.37631,35.818298,medium_airport,false,4003
HTMA,MFA,Mafia Airport,Kilindoni,Tanzania,-7.917478,39.668502,small_airport,true,5348
HTMB,,Mbeya Airport,Mbeya,Tanzania,-8.919444,33.463889,small_airport,false,4921
HTMD,MWN,Mwadui Airport,Mwadui,Tanzania,-3.521332,33.615542,small_airport,false,0
HTMF,,Mufindi Airport,Mufindi,Tanzania,-8.732040405273438,35.3026008605957,small_airport,false,0
HTMG,,Morogoro Airport,Morogoro,Tanzania,-6.79722,37.653099,small_airport,false,0
HTMI,XMI,Masasi Airport,Masasi,Tanzania,-10.733,38.766998,small_airport,false,0
HTMK,,Mikumi Airport,Mikumi,Tanzania,-7.333427906036377,37.11635971069336,small_airport,false,0
HTML,,Mahale Airstrip,Mahale,Tanzania,-6.012913,29.766937,small_airport,false,0
HTMO,,Mombo Airport,Mombo,Tanzania,-4.899146,38.240289,small_airport,false,0
HTMP,NPY,Mpanda Airport,Mpanda,Tanzania,-6.355374,31.084116,small_airport,false,0
HTMS,QSI,Moshi Airport,Moshi,Tanzania,-3.36333,37.3269,small_airport,false,0
HTMT,MYW,Mtwara Airport,Mtwara,Tanzania,-10.336204,40.181997,medium_airport,true,7410
HTMU,MUZ,Musoma Airport,Musoma,Tanzania,-1.503,33.8021,small_airport,true,5249
HTMW,MWZ,Mwanza International Airport,Mwanza,Tanzania,-2.446563,32.936049,large_airport,true,10212
HTMX,,Mpwapwa Airport,Mpwapwa,Tanzania,-6.349999904632568,36.483001708984375,small_airport,false,0
HTNA,NCH,Nachingwea Airport,Nachingwea,Tanzania,-10.3575,38.779202,small_airport,false,0
HTNG,,Ngerengere Air Force Base,Ngerengere,Tanzania,-6.717083,38.153944,small_airport,false,0
HTNJ,JOM,Njombe Airport,Njombe,Tanzania,-9.35,34.799999,small_airport,false,0
HTNR,,Ngara Airport,Ngara,Tanzania,-2.54179,30.7031,small_airport,false,0
HTOL,,Oltipesi Airport,,Tanzania,-4.287732,36.616115,small_airport,false,0
HTPE,PMA,Pemba Airport,Chake Chake,Tanzania,-5.25726,39.811401,medium_airport,false,5003
HTSD,,Singida Airport,Singida,Tanzania,-4.810928,34.724762,small_airport,false,0
HTSE,,Same Airport,Same,Tanzania,-4.053634,37.789462,small_airport,false,0
HTSH,,Mafinga Airport,Mafinga,Tanzania,-8.334921,35.29917,small_airport,false,0
HTSN,SEU,Seronera Airport,Seronera,Tanzania,-2.45806,34.822498,small_airport,true,7480
HTSO,SGX,Songea Airport,Songea,Tanzania,-10.683,35.583,small_airport,false,0
HTSU,SUT,Sumbawanga Airport,Sumbawanga,Tanzania,-7.948889,31.610278,small_airport,false,0
HTSY,SHY,Shinyanga Airport,Shinyanga,Tanzania,-3.6093,33.5035,small_airport,true,6785
HTTB,TBO,Tabora Airport,Tabora,Tanzania,-5.07639,32.833302,small_airport,true,6234
HTTG,TGT,Tanga Airport,Tanga,Tanzania,-5.09236,39.071201,medium_airport,true,4160
HTTU,,Tunduru Airport,Tunduru,Tanzania,-11.100000381469727,37.367000579833984,small_airport,false,0
HTUK,,Nansio Airport,Ukerewe,Tanzania,-2.043529987335205,33.06439971923828,small_airport,false,0
HTUR,,Urambo Airport,Urambo,Tanzania,-5.075635,32.079868,small_airport,false,0
HTUT,,Utete Airport,Utete,Tanzania,-7.999667,38.760234,small_airport,false,0
HTUV,,Uvinza Airport,Uvinza,Tanzania,-5.090771,30.406772,small_airport,false,0
HTWK,,West Kilimanjaro Airport,West Kilimanjaro,Tanzania,-3.05,37,small_airport,false,0
HTZA,ZNZ,Abeid Amani Karume International Airport,Zanzibar,Tanzania,-6.22202,39.224899,large_airport,true,9915
HUAJ,,Adjumani Airport,Adjumani,Uganda,3.339239,31.763854,small_airport,false,3710
HUAR,RUA,Arua Airport,Arua,Uganda,3.049152,30.911714,medium_airport,true,5600
HUBU,,Bundibugyo Airport,Bundibugyo,Uganda,0.67349,30.025483,small_airport,false,0
HUEN,EBB,Entebbe International Airport,Entebbe,Uganda,0.042386,32.443501,large_airport,true,12000
HUFP,,Fort Portal Airport,Fort Portal,Uganda,0.7063,30.2493,small_airport,false,0
HUGG,,Bugungu Airport,Bujenje,Uganda,2.202788,31.554341,small_airport,false,5055
HUGU,ULU,Gulu Airport,Gulu,Uganda,2.8055601119995117,32.27180099487305,medium_airport,true,10314
HUJI,JIN,Jinja Airport,Jinja,Uganda,0.453094,33.19356,small_airport,false,0
HUKB,,Kabale Airport,,Uganda,-1.226111,29.96,small_airport,false,0
HUKD,,Kidepo Airport,Kidepo Valley National Park,Uganda,3.7176,33.7487,small_airport,false,0
HUKI,KXO,Kisoro Airport,Kisoro,Uganda,-1.2837,29.7197,small_airport,true,3937
HUKJ,KJJ,Kajjansi Airfield,Kampala,Uganda,0.1968,32.55297,small_airport,false,3630
HUKK,,Kakira Airport,Kakira,Uganda,0.4933,33.281,small_airport,false,0
HUKO,,Kotido Airport,Kotido,Uganda,2.953,34.1232,small_airport,false,0
HUKS,KSE,Kasese Airport,Kasese,Uganda,0.183,30.1,small_airport,false,5151
HUKT,,Kitgum Airport,Kitgum,Uganda,3.2817,32.8882,small_airport,false,0
HULI,,Lira Airport,Lira,Uganda,2.25,32.9169998169,small_airport,false,0
HUMA,MBQ,Mbarara Airport,Mbarara,Uganda,-0.555278,30.5994,small_airport,false,5446
HUMI,KCU,Masindi Airport,Masindi,Uganda,1.75806,31.7367,small_airport,false,0
HUMO,,Moroto Airport,Moroto,Uganda,2.5051,34.5946,small_airport,false,0
HUMW,,Mweya Airport,Mweya,Uganda,-0.194,29.8941,small_airport,false,0
HUPA,PAF,Pakuba Airport,Pakuba,Uganda,2.326563,31.497698,small_airport,false,5774
HUSO,SRT,Soroti Airport,Soroti,Uganda,1.7276899814605713,33.622798919677734,medium_airport,true,6100
HUTO,TRY,Tororo Airport,Tororo,Uganda,0.683,34.167,small_airport,false,0
JZRO,,(Bogus)Jezero Crater(Location is India not Planet Mars),,Unknown or unassigned country,18.44,77.45,heliport,false,33
KAAA,,Logan County Airport,Lincoln,United States,40.158699,-89.334999,small_airport,false,4000
KAAF,AAF,Apalachicola Regional Airport,Apalachicola,United States,29.727501,-85.027496,small_airport,false,5425
KAAO,,Colonel James Jabara Airport,Wichita,United States,37.74760056,-97.22109985,small_airport,false,6101
KAAS,,Taylor County Airport,Campbellsville,United States,37.358254,-85.309434,small_airport,false,5004
KAAT,,Alturas Municipal Airport,Alturas,United States,41.482736,-120.565671,small_airport,false,4228
KABE,ABE,Lehigh Valley International Airport,Allentown/Bethlehem,United States,40.651773,-75.442797,medium_airport,true,7599
KABI,ABI,Abilene Regional Airport,Abilene,United States,32.4113006592,-99.68190002440001,medium_airport,true,7208
KABQ,ABQ,Albuquerque International Sunport,Albuquerque,United States,35.039976,-106.608925,large_airport,true,13793
KABR,ABR,Aberdeen Regional Airport,Aberdeen,United States,45.449100494384766,-98.42179870605469,medium_airport,true,6901
KABY,ABY,Southwest Georgia Regional Airport,Albany,United States,31.532946,-84.196215,medium_airport,true,6601
KACB,ACB,Antrim County Airport,Bellaire,United States,44.988602,-85.198402,small_airport,false,5003
KACJ,,Jimmy Carter Regional Airport,Americus,United States,32.110802,-84.188904,small_airport,false,6011
KACK,ACK,Nantucket Memorial Airport,Nantucket,United States,41.25310135,-70.06020355,medium_airport,true,6303
KACP,,Allen Parish Airport,Oakdale,United States,30.750299,-92.688301,small_airport,false,5000
KACQ,,Waseca Municipal Airport,Waseca,United States,44.073502,-93.552902,small_airport,false,3399
KACT,ACT,Waco Regional Airport,Waco,United States,31.611299514770508,-97.23049926757812,medium_airport,true,7107
KACV,ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,United States,40.978101,-124.109,medium_airport,true,6046
KACY,ACY,Atlantic City International Airport,Atlantic City,United States,39.456201,-74.577511,medium_airport,true,10001
KACZ,,Henderson Field,Wallace,United States,34.717899,-78.003601,small_airport,false,4153
KADC,,Wadena Municipal Airport,Wadena,United States,46.450298,-95.210999,small_airport,false,4007
KADF,,Dexter B Florence Memorial Field,Arkadelphia,United States,34.0998,-93.066101,small_airport,false,5002
KADG,ADG,Lenawee County Airport,Adrian,United States,41.866205,-84.077983,small_airport,false,5001
KADH,ADT,Ada Regional Airport,Ada,United States,34.805214,-96.671988,medium_airport,false,6203
KADM,ADM,Ardmore Municipal Airport,Ardmore,United States,34.30301,-97.0196342,small_airport,false,9002
KADS,ADS,Addison Airport,Dallas,United States,32.9686012268,-96.8364028931,small_airport,false,7203
KADT,,Atwood-Rawlins City-County Airport,Atwood,United States,39.841209,-101.043248,small_airport,false,5000
KADU,,Audubon County Airport,Audubon,United States,41.701401,-94.920502,small_airport,false,3641
KADW,ADW,Joint Base Andrews,Camp Springs,United States,38.810799,-76.866997,medium_airport,false,11301
KAEG,,Double Eagle II Airport,Albuquerque,United States,35.145199,-106.794998,medium_airport,false,7398
KAEJ,,Central Colorado Regional Airport,Buena Vista,United States,38.812906,-106.120062,small_airport,false,8303
KAEL,AEL,Albert Lea Municipal Airport,Albert Lea,United States,43.68149948,-93.36720276,small_airport,false,5000
KAEX,AEX,Alexandria International Airport,Alexandria,United States,31.325828,-92.546702,medium_airport,true,9352
KAFF,AFF,USAF Academy Airfield,Colorado Springs,United States,38.972497,-104.821125,small_airport,false,4501
KAFJ,WSG,Washington County Airport,Washington,United States,40.136501,-80.290199,small_airport,false,5004
KAFK,,Nebraska City Municipal Airport,Nebraska City,United States,40.606899,-95.8657,small_airport,false,4501
KAFN,AFN,Jaffrey Airfield Silver Ranch Airport,Jaffrey,United States,42.805099,-72.002998,small_airport,false,2982
KAFO,AFO,Afton Municipal Airport,Afton,United States,42.7112007141,-110.942001343,small_airport,false,7025
KAFP,,Anson County Airport - Jeff Cloud Field,Wadesboro,United States,35.020599,-80.077103,small_airport,false,5498
KAFW,AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,United States,32.99044,-97.31947,medium_airport,false,11125
KAGC,AGC,Allegheny County Airport,Pittsburgh,United States,40.354401,-79.930199,medium_airport,false,6501
KAGO,AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,United States,33.228001,-93.217002,small_airport,false,5007
KAGR,,MacDill Air Force Base Auxiliary Field,Avon Park,United States,27.6506,-81.349403,small_airport,false,8000
KAGS,AGS,Augusta Regional At Bush Field,Augusta,United States,33.3699,-81.9645,medium_airport,true,8001
KAGZ,,Wagner Municipal Airport,Wagner,United States,43.064913,-98.296654,small_airport,false,3500
KAHC,AHC,Amedee Army Air Field,Herlong,United States,40.26620102,-120.1529999,small_airport,false,10000
KAHH,AHH,Amery Municipal Airport,Amery,United States,45.2811012268,-92.37539672850001,small_airport,false,4002
KAHN,AHN,Athens Ben Epps Airport,Athens,United States,33.948842,-83.325634,medium_airport,false,6122
KAHQ,,Wahoo Municipal Airport,Wahoo,United States,41.2412986755,-96.59400177,small_airport,false,4100
KAIA,AIA,Alliance Municipal Airport,Alliance,United States,42.052543,-102.803965,medium_airport,true,9203
KAIB,,Hopkins Field,Nucla,United States,38.239025,-108.563354,small_airport,false,5212
KAID,AID,Anderson Municipal Darlington Field,Anderson,United States,40.10860061649999,-85.6129989624,small_airport,false,5400
KAIG,,Langlade County Airport,Antigo,United States,45.154202,-89.110703,small_airport,false,4010
KAIK,AIK,Aiken Regional Airport,Aiken,United States,33.649399,-81.684998,small_airport,false,5500
KAIO,AIO,Atlantic Municipal Airport,Atlantic,United States,41.40729904,-95.04689789,small_airport,false,5000
KAIT,,Aitkin Municipal Airport Steve Kurtz Field,Aitkin,United States,46.548401,-93.676804,small_airport,false,4000
KAIV,AIV,George Downer Airport,Aliceville,United States,33.106499,-88.1978,small_airport,false,5001
KAIZ,AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,United States,38.0960006714,-92.54949951170002,small_airport,false,6497
KAJG,,Mount Carmel Municipal Airport,Mount Carmel,United States,38.606499,-87.7267,small_airport,false,4500
KAJO,,Corona Municipal Airport,Corona,United States,33.897701,-117.601997,small_airport,false,3200
KAJR,,Habersham County Airport,Cornelia,United States,34.499901,-83.556702,small_airport,false,5503
KAJZ,,Blake Field,Delta,United States,38.7864,-108.064003,small_airport,false,5598
KAKH,,Gastonia Municipal Airport,Gastonia,United States,35.202598,-81.149902,small_airport,false,3769
KAKO,AKO,Colorado Plains Regional Airport,Akron,United States,40.1755981445,-103.222000122,small_airport,false,7001
KAKQ,,Wakefield Municipal Airport,Wakefield,United States,36.98720169067383,-77.0010986328125,small_airport,false,4337
KAKR,AKC,Akron Fulton International Airport,Akron,United States,41.037355,-81.46784,medium_airport,false,6336
KALB,ALB,Albany International Airport,Albany,United States,42.748299,-73.801697,large_airport,true,8500
KALI,ALI,Alice International Airport,Alice,United States,27.7409,-98.026901,medium_airport,false,5997
KALM,ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States,32.837818,-105.993149,medium_airport,false,9207
KALN,ALN,St Louis Regional Airport,Alton/St Louis,United States,38.89030075069999,-90.0459976196,medium_airport,false,8099
KALO,ALO,Waterloo Regional Airport,Waterloo,United States,42.557098388671875,-92.40029907226562,medium_airport,true,8399
KALS,ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,United States,37.434898,-105.866997,medium_airport,true,8521
KALW,ALW,Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002,medium_airport,true,6527
KALX,ALX,Thomas C Russell Field,Alexander City,United States,32.914699554399995,-85.9629974365,small_airport,false,5422
KAMA,AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.217857,-101.706444,medium_airport,true,13502
KAMG,,Bacon County Airport,Alma,United States,31.536100387573242,-82.50659942626953,small_airport,false,5000
KAMN,AMN,Gratiot Community Airport,Alma,United States,43.322101593,-84.68800354,small_airport,false,5004
KAMT,,Alexander Salamon Airport,West Union,United States,38.851501,-83.566299,small_airport,false,3558
KAMW,AMW,Ames Municipal Airport,Ames,United States,41.992001,-93.621803,small_airport,false,5701
KANB,ANB,Anniston Regional Airport,Anniston,United States,33.5882,-85.8581,medium_airport,false,7002
KAND,AND,Anderson Regional Airport,Anderson,United States,34.4945983887,-82.70939636230001,medium_airport,false,6002
KANE,,Anoka County-Blaine (Janes Field) Airport,Minneapolis,United States,45.145,-93.211401,small_airport,false,5000
KANJ,,Sault Ste Marie Municipal Airport Sanderson Field,Sault Ste Marie,United States,46.479198,-84.368401,small_airport,false,5234
KANK,SLT,Salida Airport - Harriet Alexander Field,Salida,United States,38.5383,-106.049004,small_airport,false,7351
KANP,ANP,Lee Airport,Annapolis,United States,38.942902,-76.568398,small_airport,false,2505
KANQ,ANQ,Tri State Steuben County Airport,Angola,United States,41.639702,-85.083504,small_airport,false,4540
KANW,ANW,Ainsworth Regional Airport,Ainsworth,United States,42.579201,-99.992995,small_airport,false,6824
KANY,ANY,Anthony Municipal Airport,Anthony,United States,37.158501,-98.079597,small_airport,false,3598
KAOC,,Arco Butte County Airport,Arco,United States,43.6035,-113.334,small_airport,false,6610
KAOH,AOH,Lima Allen County Airport,Lima,United States,40.706902,-84.026703,small_airport,false,6000
KAOO,AOO,Altoona Blair County Airport,Altoona,United States,40.296398,-78.32,medium_airport,true,5465
KAOV,,Ava Bill Martin Memorial Airport,Ava,United States,36.971901,-92.6819,small_airport,false,3634
KAPA,APA,Centennial Airport,Denver,United States,39.57009888,-104.848999,medium_airport,false,10001
KAPC,APC,Napa County Airport,Napa,United States,38.2132,-122.280998,small_airport,false,5930
KAPF,APF,Naples Municipal Airport,Naples,United States,26.1525993347,-81.7752990723,medium_airport,false,6600
KAPG,APG,Phillips Army Air Field,Aberdeen,United States,39.466202,-76.1688,medium_airport,false,7998
KAPH,APH,Mary Walker LZ Airport,Bowling Green,United States,38.068631,-77.319318,small_airport,false,2202
KAPN,APN,Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273,medium_airport,true,9001
KAPT,APT,Marion County Airport - Brown Field,Jasper,United States,35.060699,-85.585297,small_airport,false,3498
KAPV,APV,Apple Valley Airport,Apple Valley,United States,34.575298309299995,-117.185997009,small_airport,false,6498
KAPY,,Zapata County Airport,Zapata,United States,26.968799591099998,-99.2489013672,small_airport,false,5000
KAQO,,Llano Municipal Airport,Llano,United States,30.783700942993,-98.662002563477,small_airport,false,4202
KAQP,,Appleton Municipal Airport,Appleton,United States,45.228239,-96.005856,small_airport,false,3500
KAQR,,Atoka Municipal Airport,Atoka,United States,34.398300170898,-96.148101806641,small_airport,false,3015
KAQW,,Harriman and West Airport,North Adams,United States,42.6959,-73.170403,small_airport,false,4300
KAQX,,Allendale County Airport,Allendale,United States,32.995098,-81.270203,small_airport,false,4990
KARA,ARA,Acadiana Regional Airport,New Iberia,United States,30.0378,-91.883904,medium_airport,false,8002
KARB,ARB,Ann Arbor Municipal Airport,Ann Arbor,United States,42.2229995728,-83.74559783939999,small_airport,false,3505
KARG,ARG,Walnut Ridge Regional Airport,Walnut Ridge,United States,36.124667,-90.925111,small_airport,false,6001
KARM,WHT,Wharton Regional Airport,Wharton,United States,29.254299,-96.154404,small_airport,false,5004
KARR,AUZ,Aurora Municipal Airport,Chicago/Aurora,United States,41.771900177,-88.47570037839999,small_airport,false,6501
KART,ART,Watertown International Airport,Watertown,United States,43.991901,-76.021698,medium_airport,true,7001
KARV,ARV,Lakeland Airport Noble F Lee Memorial Field,Woodruff,United States,45.927898,-89.730904,small_airport,false,5150
KARW,BFT,Beaufort Executive Airport,Beaufort,United States,32.412201,-80.634399,small_airport,false,3434
KASD,,Slidell Airport,Slidell,United States,30.3451,-89.820801,small_airport,false,5002
KASE,ASE,Aspen-Pitkin County Airport (Sardy Field),Aspen,United States,39.223202,-106.869003,medium_airport,true,8006
KASG,SPZ,Springdale Municipal Airport,Springdale,United States,36.176399231,-94.1193008423,small_airport,false,5302
KASH,ASH,Nashua Airport / Boire Field,Nashua,United States,42.7817,-71.514801,small_airport,false,6000
KASJ,,Tri-County Airport at Henry Joyner Field,Aulander,United States,36.297501,-77.170898,small_airport,false,4501
KASL,ASL,Harrison County Airport,Marshall,United States,32.5205001831,-94.307800293,small_airport,false,5002
KASN,ASN,Talladega Municipal Airport,Talladega,United States,33.569900512699995,-86.05090332030001,small_airport,false,6032
KAST,AST,Astoria Regional Airport,Astoria,United States,46.158000946,-123.878997803,medium_airport,false,5794
KASW,,Warsaw Municipal Airport,Warsaw,United States,41.2747,-85.840103,small_airport,false,6001
KASX,ASX,John F Kennedy Memorial Airport,Ashland,United States,46.54850006,-90.91899872,small_airport,false,5197
KASY,ASY,Ashley Municipal Airport,Ashley,United States,46.0238990784,-99.3526000977,small_airport,false,4364
KATA,,Hall Miller Municipal Airport,Atlanta,United States,33.101799,-94.195297,small_airport,false,3800
KATL,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,large_airport,true,12390
KATS,ATS,Artesia Municipal Airport,Artesia,United States,32.8525009155,-104.468002319,small_airport,false,6800
KATW,ATW,Appleton International Airport,Appleton,United States,44.258515,-88.519,medium_airport,true,8003
KATY,ATY,Watertown Regional Airport,Watertown,United States,44.91400146,-97.15470123,medium_airport,true,6898
KAUG,AUG,Augusta State Airport,Augusta,United States,44.320598602299995,-69.7973022461,medium_airport,true,5002
KAUH,,Aurora Municipal Al Potter Field,Aurora,United States,40.8941,-97.994598,small_airport,false,4301
KAUM,AUM,Austin Municipal Airport,Austin,United States,43.66500092,-92.93340302,small_airport,false,5800
KAUN,AUN,Auburn Municipal Airport,Auburn,United States,38.95479965,-121.0820007,small_airport,false,3700
KAUO,AUO,Auburn University Regional Airport,Auburn,United States,32.615101,-85.433998,small_airport,false,5264
KAUS,AUS,Austin Bergstrom International Airport,Austin,United States,30.197535,-97.662015,large_airport,true,12250
KAUW,AUW,Wausau Downtown Airport,Wausau,United States,44.9262008667,-89.6266021729,medium_airport,false,8000
KAVC,,Mecklenburg Brunswick Regional Airport,Brodnax,United States,36.688301,-78.054497,small_airport,false,5002
KAVK,,Alva Regional Airport,Alva,United States,36.773201,-98.669899,small_airport,false,5001
KAVL,AVL,Asheville Regional Airport,Asheville,United States,35.435488,-82.541853,medium_airport,true,8002
