icao,iata,name,city,country,lat,lon,airport_type,scheduled_service,runway_length_ft
AAXX,,Aeródromo de Punto Rothera,Rothera Point,Antarctica,-67.566941,-68.126993,small_airport,false,0
AGAF,AFT,Afutara Aerodrome,Bila,Solomon Islands,-9.191389,160.948611,small_airport,false,1501
AGAR,RNA,Ulawa Airport,Arona,Solomon Islands,-9.86054358262,161.979546547,small_airport,false,2822
AGAT,ATD,Uru Harbour Airport,Atoifi,Solomon Islands,-8.87333,161.011002,small_airport,false,2769
AGBA,VEV,Barakoma Airport,Barakoma,Solomon Islands,-7.912779808044434,156.70599365234375,small_airport,false,0
AGBT,BPF,Batuna Aerodrome,Batuna Mission Station,Solomon Islands,-8.56202777778,158.119305556,small_airport,false,2028
AGEV,GEF,Geva Airport,Liangia,Solomon Islands,-7.575829982757568,156.5970001220703,small_airport,false,2297
AGGA,AKS,Gwaunaru'u Airport,Auki,Solomon Islands,-8.70257,160.682007,small_airport,true,3100
AGGB,BNY,Bellona/Anua Airport,Anua,Solomon Islands,-11.302222222200001,159.798333333,small_airport,true,2187
AGGC,CHY,Choiseul Bay Airport,Choiseul Bay,Solomon Islands,-6.711944,156.396111,small_airport,true,2164
AGGE,BAS,Ballalae Airport,Ballalae,Solomon Islands,-6.990745,155.886656,small_airport,true,5413
AGGF,FRE,Fera/Maringe Airport,Fera Island,Solomon Islands,-8.1075,159.576996,small_airport,true,1854
AGGH,HIR,Honiara International Airport,Honiara,Solomon Islands,-9.428,160.054993,large_airport,true,7218
AGGI,MBU,Babanakira Airport,Mbambanakira,Solomon Islands,-9.7475,159.839005,small_airport,false,1953
AGGJ,AVU,Avu Avu Airport,Avu Avu,Solomon Islands,-9.868333,160.410556,small_airport,false,2461
AGGK,IRA,Ngorangora Airport,Kirakira,Solomon Islands,-10.449700355500001,161.897994995,small_airport,true,4377
AGGL,SCZ,Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,Solomon Islands,-10.7203,165.794998,small_airport,true,2999
AGGM,MUA,Munda Airport,Munda,Solomon Islands,-8.32797,157.263,medium_airport,true,4593
AGGN,GZO,Nusatupe Airport,Gizo,Solomon Islands,-8.09778022766,156.863998413,small_airport,true,2871
AGGO,MNY,Mono Airport,Stirling Island,Solomon Islands,-7.41694,155.565002,small_airport,true,3281
AGGP,PRS,Parasi Airport,Parasi,Solomon Islands,-9.641670227050781,161.4250030517578,small_airport,false,2156
AGGR,RNL,Rennell/Tingoa Airport,Rennell Island,Solomon Islands,-11.55,160.062778,small_airport,true,2206
AGGS,EGM,Sege Airport,Sege,Solomon Islands,-8.57889,157.876007,small_airport,false,3002
AGGT,NNB,Santa Ana Airport,Santa Ana Island,Solomon Islands,-10.847994,162.454108,small_airport,true,2655
AGGU,RUS,Marau Airport,Marau,Solomon Islands,-9.86167,160.824997,small_airport,true,2001
AGGV,VAO,Suavanao Airport,Suavanao,Solomon Islands,-7.58556,158.731003,small_airport,true,2789
AGGY,XYA,Yandina Airport,Yandina,Solomon Islands,-9.092816,159.21841,small_airport,true,0
AGIN,,Isuna Heliport,Veravaulo,Solomon Islands,-9.805809,159.962722,heliport,false,0
AGKG,KGE,Kaghau Airport,Kagau Island,Solomon Islands,-7.3305,157.585,small_airport,true,2428
AGKU,KUE,Kukudu Airport,Kolombangara Island,Solomon Islands,-8.0262,156.94783,small_airport,false,1821
AGKW,KWS,Kwailabesi Airport,Kwailabesi,Solomon Islands,-8.360508,160.775127,small_airport,false,1896
AGLM,LLM,Lomlom Airport,Lomlom,Solomon Islands,-10.296828,166.327322,small_airport,false,3477
AGNA,NAZ,Nana Airport,Star Harbor,Solomon Islands,-10.6758,162.2049,small_airport,false,2657
AGOB,MHM,Manaoba Airport,Manaoba,Solomon Islands,-8.325008,160.80051,small_airport,true,0
AGOK,GTA,Gatokae Aerodrome,Gatokae,Solomon Islands,-8.738358,158.202836,small_airport,true,1936
AGRC,RIN,Ringi Cove Airport,Ringi Cove,Solomon Islands,-8.12639045715332,157.14300537109375,small_airport,false,2461
AGRM,RBV,Ramata Airport,Ramata,Solomon Islands,-8.168060302734375,157.64300537109375,small_airport,true,2500
AGTI,TLG,Tulaghi Heliport,Tulaghi Island,Solomon Islands,-9.108,160.149166667,heliport,false,0
AGVH,VIU,Viru Harbour Airstrip,Viru,Solomon Islands,-8.508457,157.689986,small_airport,false,0
ANYN,INU,Nauru International Airport,Yaren,Nauru,-0.547893,166.919525,medium_airport,true,7054
AQBC,,Boulder Clay Runway,Zucchelli Station,Antarctica,-74.739373,164.03539,medium_airport,false,0
ATUA,,(Duplicate) Utai Airstrip,Utai,Papua New Guinea,-3.386,141.5868,small_airport,false,0
AYAA,AMF,Ama Airport,,Papua New Guinea,-4.10111111111,141.67,small_airport,false,2300
AYAB,,Ambaluwa Airstrip,Ambulua,Papua New Guinea,-5.720278,144.921111,small_airport,false,1348
AYAC,,Akwom Airstrip,Akwom,Papua New Guinea,-3.94,141.832778,small_airport,false,1969
AYAD,,Ande Airstrip,Sindeni,Papua New Guinea,-7.020833,145.822222,small_airport,false,1706
AYAE,UAE,Mount Aue Airport,Aue,Papua New Guinea,-6.229978,144.664181,small_airport,false,1903
AYAF,AFR,Afore Airstrip,Afore,Papua New Guinea,-9.13867,148.390701,small_airport,false,2073
AYAG,AUP,Agaun Airport,Agaun,Papua New Guinea,-9.927715,149.389951,small_airport,false,2981
AYAH,,Ali Airstrip,Ali,Papua New Guinea,-7.925845,142.343456,small_airport,false,1969
AYAI,ATP,Aitape Airport,Aitape,Papua New Guinea,-3.143611,142.346806,small_airport,false,2769
AYAJ,,Ambua Airstrip,Ambua Lodge - Tari,Papua New Guinea,-5.961487,143.060403,small_airport,false,2395
AYAK,AIH,Aiambak Airport,Aiambak,Papua New Guinea,-7.342777777779999,141.2675,small_airport,false,2526
AYAM,AMU,Amanab Airport,Amanab,Papua New Guinea,-3.586,141.214333333,small_airport,false,1900
AYAN,ADC,Andakombe Airport,Andekombe,Papua New Guinea,-7.13722222222,145.744722222,small_airport,false,1552
AYAO,AIE,Aiome Airport,Aiome,Papua New Guinea,-5.145699978,144.7307003,small_airport,false,3281
AYAQ,KPM,Kompiam Airport,,Papua New Guinea,-5.38166666667,143.924722222,small_airport,false,2559
AYAT,AUJ,Ambunti Airport,Ambunti,Papua New Guinea,-4.21566666667,142.823166667,small_airport,false,2461
AYAU,,Arou Airstrip,Arou,Papua New Guinea,-5.4951,142.5137,small_airport,false,2001
AYAV,,Arkosame Airstrip,,Papua New Guinea,-3.777177,142.622672,small_airport,false,1207
AYAW,AWB,Awaba Airport,Awaba,Papua New Guinea,-8.013414,142.752099,small_airport,false,2313
AYAX,AEK,Aseki Airport,Aseki,Papua New Guinea,-7.350805,146.193994,small_airport,false,1969
AYAY,AYU,Aiyura Airport,Aiyura Valley,Papua New Guinea,-6.33805555556,145.904166667,small_airport,false,4200
AYAZ,,Asimba Airstrip,Asimba,Papua New Guinea,-8.605307,147.592742,small_airport,false,1654
AYBA,VMU,Baimuru Airport,Baimuru,Papua New Guinea,-7.496955,144.821756,medium_airport,true,2953
AYBB,,Bak Airstrip,Bak,Papua New Guinea,-5.2685,142.097,small_airport,false,1969
AYBC,BCP,Bambu Airport,Bambu,Papua New Guinea,-5.863611111110001,146.4925,small_airport,false,1345
AYBD,BNM,Bodinumu Airport,Bodinumu,Papua New Guinea,-9.107777777779999,147.666722222,small_airport,false,0
AYBE,,Boure Airstrip,Boure,Papua New Guinea,-9.618504,148.746318,small_airport,false,1969
AYBF,BMZ,Bamu Airport,Bamu,Papua New Guinea,-7.8485,143.2433,small_airport,false,1549
AYBG,BDZ,Baindoung Airport,,Papua New Guinea,-6.34722222222,146.942222222,small_airport,false,1542
AYBH,BSP,Bensbach Airport,Bensbach,Papua New Guinea,-8.85805555556,141.259444444,small_airport,false,2772
AYBI,BWP,Bewani Airport,Bewani,Papua New Guinea,-3.0216666666700003,141.165277778,small_airport,false,2500
AYBJ,,Bank Airstrip,Bank,Papua New Guinea,-5.364716,144.690471,small_airport,false,1549
AYBK,BUA,Buka Airport,Buka Island,Papua New Guinea,-5.422299,154.672698,medium_airport,true,5125
AYBL,BAA,Bialla Airport,"Bialla, Matalilu, Ewase",Papua New Guinea,-5.3305602073700005,151.007995605,small_airport,false,0
AYBM,OPU,Balimo Airport,Balimo,Papua New Guinea,-8.05000019073,142.932998657,medium_airport,true,0
AYBN,,Baina Airstrip,Baina,Papua New Guinea,-6.89124,143.683083,small_airport,false,1522
AYBO,BMH,Bomai Airport,Bomai,Papua New Guinea,-6.37316666667,144.637,small_airport,false,2395
AYBP,BPD,Bapi Airstrip,Bapi,Papua New Guinea,-7.743611111110001,147.020555556,small_airport,false,1624
AYBQ,BPK,Biangabip Airport,Biangabip,Papua New Guinea,-5.526389,141.744583,small_airport,false,1378
AYBR,BRP,Biaru Airport,Biaru,Papua New Guinea,-7.6693,146.7594,small_airport,false,1982
AYBS,,Begesin Airstrip,Begesin,Papua New Guinea,-5.388248,145.447394,small_airport,false,1640
AYBT,,Batri Airstrip,Batri,Papua New Guinea,-6.551861,143.943905,small_airport,false,1969
AYBU,BUL,Bulolo Airport,Bulolo,Papua New Guinea,-7.216286671410001,146.649541855,small_airport,false,4373
AYBW,,Blackwara Airport,,Papua New Guinea,-2.618211,141.091971,small_airport,false,1969
AYBX,,Wowobo Airstrip,Wowobo,Papua New Guinea,-7.3405,144.5477,small_airport,false,1969
AYBY,,Wuyabo Airstrip,Wuyabo,Papua New Guinea,-6.838474,145.873207,small_airport,false,0
AYBZ,XBN,Biniguni Airport,Biniguni,Papua New Guinea,-9.6425,149.303889,small_airport,false,1919
AYCB,CVB,Chungribu Airport,Chungribu,Papua New Guinea,-4.80662,144.714996,small_airport,false,0
AYCG,CGC,Cape Gloucester Airport,Cape Gloucester,Papua New Guinea,-5.455231,148.422289,small_airport,false,3543
AYCH,CMU,Chimbu Airport,Kundiawa,Papua New Guinea,-6.024290084838867,144.9709930419922,medium_airport,true,3330
AYCN,,Changriwa Airstrip,Changriwa,Papua New Guinea,-4.328652,143.74058,small_airport,false,1968
AYCS,SQT,China Strait Airstrip,Samarai Island,Papua New Guinea,-10.5627777778,150.690694444,small_airport,false,0
AYDA,,Dahamo Airstrip,Dahamo Village,Papua New Guinea,-5.753194,141.993611,small_airport,false,0
AYDB,DBP,Debepare Airport,Debepare,Papua New Guinea,-6.30861111111,141.905555556,small_airport,false,2585
AYDD,,Dobu Airstrip,Dobu,Papua New Guinea,-6.6305,144.6383,small_airport,false,0
AYDE,DER,Derim Airport,Derim,Papua New Guinea,-6.14472222222,147.107222222,small_airport,false,1549
AYDI,BNT,Bundi Airport,Bundi,Papua New Guinea,-5.742222222220001,145.2275,small_airport,false,2198
AYDK,MDM,Munduku Airport,Munduku,Papua New Guinea,-4.6204,143.4516,small_airport,false,2800
AYDL,KPF,Kondobol Airport,Kondobol,Papua New Guinea,-8.5336,142.5049,small_airport,false,0
AYDM,,Duranmin Airstrip,Duranmin,Papua New Guinea,-4.973078,141.908882,small_airport,false,1772
AYDN,DNU,Dinangat Airport,Dinangat,Papua New Guinea,-6.1546,146.6772,small_airport,false,0
AYDO,DOI,Doini Airport,Castori Islets,Papua New Guinea,-10.7009,150.7218,small_airport,false,2051
AYDP,,Tsendiap Airstrip,Tsendiap,Papua New Guinea,-5.3599,144.4462,small_airport,false,1706
AYDQ,,Dimisisi Airstrip,Dimisisi,Papua New Guinea,-8.6298,142.2162,small_airport,false,1936
AYDR,DOO,Dorobisoro Airport,Dorobisoro,Papua New Guinea,-9.461855,147.920907,small_airport,false,0
AYDS,,Dusin Airport,Dusin,Papua New Guinea,-5.183863,144.41217,small_airport,false,1509
AYDU,DAU,Daru Airport,Daru,Papua New Guinea,-9.08676,143.207993,medium_airport,true,4593
AYDW,,Dewara Airstrip,Dewara,Papua New Guinea,-8.3802,142.4475,small_airport,false,2129
AYDY,,Sindeni Airstrip,Sindeni,Papua New Guinea,-7.0077,145.7965,small_airport,false,1969
AYEA,KRU,Kerau Airport,Gunim,Papua New Guinea,-8.271612,147.071899,small_airport,false,1900
AYEB,EMS,Embessa Airport,Embessa,Papua New Guinea,-9.447,148.7628,small_airport,false,1640
AYED,XYR,Edwaki Airport,Yellow River Mission,Papua New Guinea,-3.883986,141.792234,small_airport,false,2415
AYEE,EMI,Emirau Airport,Emirau Island,Papua New Guinea,-1.653949991,149.9757667,small_airport,false,4773
AYEF,EFG,Efogi Airport,Efogi,Papua New Guinea,-9.15380555556,147.659805556,small_airport,false,1598
AYEG,,Mengina Airstrip,Mengina,Papua New Guinea,-6.4836,144.986,small_airport,false,1969
AYEH,MHY,Morehead Airport,Morehead,Papua New Guinea,-8.71411111111,141.644444444,small_airport,false,4298
AYEI,,Milei Airstrip,Milei,Papua New Guinea,-9.0794,147.602,small_airport,false,0
AYEK,,Membok Airstrip,Membok,Papua New Guinea,-6.4744,141.019,small_airport,false,1476
AYEL,EPT,Eliptamin Airport,Eliptamin,Papua New Guinea,-5.0412,141.6779,small_airport,false,1739
AYEM,,Eleme Airstrip,Eleme,Papua New Guinea,-4.814027,143.910637,small_airport,false,1969
AYEN,EGA,Engati Airstrip,Engati,Papua New Guinea,-6.9179,146.1053,small_airport,false,1312
AYEO,EMO,Emo River Airstrip,Emo Mission,Papua New Guinea,-9.1234,148.0415,small_airport,false,1804
AYER,ERU,Erume Airport,Erume,Papua New Guinea,-8.2538,146.9747,small_airport,false,0
AYES,MFZ,Meselia Airport,Demgulu,Papua New Guinea,-6.1364,149.1183,small_airport,false,0
AYET,BOT,Bosset Airport,Bosset,Papua New Guinea,-7.237257,141.1063222,small_airport,true,2297
AYEU,,Eloaua Airstrip,Eloaua Island,Papua New Guinea,-1.560258,149.630363,small_airport,false,0
AYEV,ERE,Erave Airport,Erave,Papua New Guinea,-6.60646315446,143.900213242,small_airport,false,0
AYEW,SWE,Siwea Airport,Siwea,Papua New Guinea,-6.284181,147.582371,small_airport,false,1549
AYEY,,Mirsey Airstrip,Mirsey,Papua New Guinea,-4.0621,142.6609,small_airport,false,1936
AYEZ,,Moropote Airstrip,Moropote,Papua New Guinea,-4.587055,142.335691,small_airport,false,0
AYFA,FNE,Fane Airport,Fane Mission,Papua New Guinea,-8.54927777778,147.085833333,small_airport,false,0
AYFE,FRQ,Feramin Airport,Feramin,Papua New Guinea,-5.208,141.6988,small_airport,false,2165
AYFF,,Faia Airport,,Papua New Guinea,-7.160353,143.531317,small_airport,false,0
AYFI,FIN,Finschhafen Airport,Buki,Papua New Guinea,-6.621750109,147.85405,small_airport,false,0
AYFK,,Foroko Airstrip,Foroko,Papua New Guinea,-5.3283,144.8944,small_airport,false,1969
AYFO,,Fogomaiu Airstrip,Fogomaiu,Papua New Guinea,-6.5096,143.0794,small_airport,false,1998
AYFR,FAQ,Frieda River Airport,Frieda River,Papua New Guinea,-4.610468,141.960138,small_airport,false,0
AYFS,,Fas Airstrip,Fugari,Papua New Guinea,-3.1983,141.472,small_airport,false,1532
AYFU,FUM,Fuma Airport,Fuma,Papua New Guinea,-6.3933,142.4408,small_airport,false,2500
AYFW,,Kwieftim Airstrip,Kwieftim,Papua New Guinea,-3.6005,141.7674,small_airport,false,0
AYGA,GKA,Goroka Airport,Goronka,Papua New Guinea,-6.081689834590001,145.391998291,medium_airport,true,5400
AYGC,GEW,Gewoia Airport,Gewoia,Papua New Guinea,-9.2263,148.4949,small_airport,false,1490
AYGD,,Gimi Airstrip,Amusa,Papua New Guinea,-6.6482,145.4003,small_airport,false,1706
AYGE,,Geigorobi Airstrip,Geigorobi,Papua New Guinea,-4.1055,143.3056,small_airport,false,1969
AYGF,GUG,Guari Airport,Guari,Papua New Guinea,-8.1286,146.8722,small_airport,false,0
AYGG,GRL,Garasa Airport,Au,Papua New Guinea,-7.980713,147.213461,small_airport,false,0
AYGH,,Guhu Airstrip,Guhu,Papua New Guinea,-5.6957,146.1116,small_airport,false,1969
AYGI,GAR,Garaina Airport,Garaina,Papua New Guinea,-7.875625,147.141266,small_airport,false,0
AYGJ,GAZ,Guasopa Airport,Woodlark (Muyua) Island,Papua New Guinea,-9.225918,152.944352,small_airport,false,3593
AYGL,GOE,Gonaili Airport,Gonaili,Papua New Guinea,-5.527716614,151.5733333,small_airport,false,0
AYGM,,Gema Airstrip,Gema,Papua New Guinea,-6.803088,145.775866,small_airport,false,1837
AYGN,GUR,Gurney Airport,Gurney,Papua New Guinea,-10.3114995956,150.333999634,medium_airport,true,5546
AYGO,,Gokto Airstrip,Gokto,Papua New Guinea,-4.9136,144.49,small_airport,false,2001
AYGP,GAP,Gusap Airport,Gusap,Papua New Guinea,-6.053196,145.959047,small_airport,false,0
AYGQ,,Gawa Airstrip,Gawa,Papua New Guinea,-5.259,142.233,small_airport,false,1969
AYGR,PNP,Girua Airport,Popondetta,Papua New Guinea,-8.80453968048,148.309005737,medium_airport,true,5485
AYGS,GBC,Gasuke Airport,Gasuke,Papua New Guinea,-6.1028,141.7393,small_airport,false,0
AYGT,GMI,Gasmata Island Airport,Gasmata Island,Papua New Guinea,-6.27111005783,150.330993652,small_airport,true,0
AYGU,AKG,Anguganak Airport,Anguganak,Papua New Guinea,-3.560504,142.217307,small_airport,false,2526
AYGV,GVI,Green River Airport,Green River,Papua New Guinea,-3.9022428989400004,141.170516968,small_airport,false,0
AYGW,,Guwasa Airport,Guwasa,Papua New Guinea,-6.465838,145.083968,small_airport,false,0
AYGX,GOC,Gora Airstrip,Gora,Papua New Guinea,-9.0021,148.2364,small_airport,false,1640
AYGY,,Guavi Airstrip,Guavi,Papua New Guinea,-6.87,142.7537,small_airport,false,2625
AYHA,,Haia Airport,,Papua New Guinea,-6.707421,144.997398,small_airport,false,1982
AYHB,HBD,Habi Airport,Habi,Papua New Guinea,-6.32,142.4893,small_airport,false,1969
AYHE,HNI,Heiweni Airport,Heiweni,Papua New Guinea,-7.4223,146.4276,small_airport,false,1404
AYHF,HYF,Hayfields Airport,Bainyik,Papua New Guinea,-3.69838,143.057902,small_airport,false,3097
AYHH,HNN,Honinabi Airport,Honinabi,Papua New Guinea,-6.2457,142.1771,small_airport,false,1348
AYHJ,,Hewa Airstrip,Hewa,Papua New Guinea,-5.1914,142.9595,small_airport,false,1969
AYHK,HKN,Hoskins Airport,Kimbe,Papua New Guinea,-5.463846,150.407327,medium_airport,true,6644
AYHL,,Hesalibi Airstrip,Hesalibi,Papua New Guinea,-6.6,142.3502,small_airport,false,0
AYHN,,Habina Airstrip,Habina,Papua New Guinea,-6.6671,146,small_airport,false,1968
AYHO,HIT,Haivaro Airport,Haivaro,Papua New Guinea,-6.9406,143.059,small_airport,false,1641
AYHQ,,Hauna Airstrip,Hauna,Papua New Guinea,-4.2994,142.2305,small_airport,false,1585
AYHT,,Hotmin Airstrip,Hotmin Mission,Papua New Guinea,-4.5845,141.5742,small_airport,false,1509
AYHU,HWA,Hawabango Airport,Hawabango,Papua New Guinea,-7.392994,146.003487,small_airport,false,1358
AYHW,,Haewenai Airstrip,Haewenai,Papua New Guinea,-5.7219,141.3205,small_airport,false,1969
AYHX,,Herowena Airstrip,Herowana,Papua New Guinea,-6.6229,145.1972,small_airport,false,1969
AYHY,,Huya Airstrip,Huya,Papua New Guinea,-6.2734,142.7061,small_airport,false,0
AYIA,IIS,Nissan Island Airport,Nissan Island,Papua New Guinea,-4.49972009659,154.225997925,small_airport,false,0
AYIB,,Ibil Airstrip,Ibil,Papua New Guinea,-4.6828,141.0316,small_airport,false,1969
AYID,IDN,Indagen Airport,Indagen,Papua New Guinea,-6.22663,147.244,small_airport,false,1699
AYII,IMN,Imane Airport,Imane,Papua New Guinea,-6.7524,146.1072,small_airport,false,1640
AYIM,KGM,Kungim Airport,Kungim,Papua New Guinea,-5.671,141.03,small_airport,false,1391
AYIN,,Busilmin Airstrip,Busilmin,Papua New Guinea,-4.9166,141.1548,small_airport,false,1640
AYIO,IMD,Imonda Airport,Imonda,Papua New Guinea,-3.328,141.1573,small_airport,false,0
AYIP,,Iropena Airstrip,Iropena,Papua New Guinea,-5.032639,143.871117,small_airport,false,1509
AYIQ,KIE,Aropa Airport,Kieta,Papua New Guinea,-6.305727,155.728249,small_airport,true,5397
AYIR,,Inaru Airstrip,Inaru,Papua New Guinea,-4.6316,142.8913,small_airport,false,1837
AYIS,,Isan Airstrip,Isan,Papua New Guinea,-5.9781,146.61975,small_airport,false,1345
AYIT,,Iteri Airstrip,Iteri,Papua New Guinea,-4.2418,141.5234,small_airport,false,0
AYIU,IAL,Ialibu Airport,Ialibu,Papua New Guinea,-6.2782,143.9944,small_airport,false,3478
AYIW,WSA,Wasua Airport,Wasua,Papua New Guinea,-8.2836,142.8697,small_airport,false,2000
AYIX,WIU,Witu Airport,Garove Island,Papua New Guinea,-4.689522,149.440112,small_airport,false,3035
AYIY,MPX,Miyanmin Airport,Miyanmin,Papua New Guinea,-4.903055555560001,141.620833333,small_airport,false,1969
AYJE,,Yomneri Airstrip,Yomneri,Papua New Guinea,-5.237,144.6007,small_airport,false,0
AYJO,KGH,Yongai Airport,Yongai,Papua New Guinea,-8.5289,147.4603,small_airport,false,0
AYJS,JOP,Josephstaal Airport,Josephstaal,Papua New Guinea,-4.74708333333,145.007083333,small_airport,false,3117
AYJW,,Wauru Airstrip,,Papua New Guinea,-4.182032,141.19829,small_airport,false,2290
AYKA,LSA,Losuia Airport,Losuia,Papua New Guinea,-8.505820274353027,151.08099365234375,small_airport,true,5348
AYKB,KBM,Kabwum,,Papua New Guinea,-6.15547222222,147.191472222,small_airport,false,0
AYKC,KDR,Kandrian Airport,Kandrian,Papua New Guinea,-6.19217,149.54783,small_airport,false,0
AYKD,KMF,Kamina Airport,Hoieti,Papua New Guinea,-7.64925,145.956944444,small_airport,false,1148
AYKG,KPA,Kopiago Airport,Kopiago,Papua New Guinea,-5.3883,142.4977,small_airport,false,0
AYKH,KAQ,Kamulai Airport,Kamulai Mission,Papua New Guinea,-8.150694444440001,146.834,small_airport,false,1578
AYKI,UNG,Kiunga Airport,Kiunga,Papua New Guinea,-6.1257100105285645,141.28199768066406,small_airport,true,3691
AYKJ,KNE,Kanainj Airport,Kanainj,Papua New Guinea,-5.2903,144.7072,small_airport,false,1273
AYKK,KRI,Kikori Airport,Kikori,Papua New Guinea,-7.42438,144.250076,small_airport,true,0
AYKL,,Kafle Airstrip,Kafle,Papua New Guinea,-3.75,142.59,small_airport,false,0
AYKM,KMA,Kerema Airport,Kerema,Papua New Guinea,-7.96361017227,145.770996094,medium_airport,true,3044
AYKN,,Kubuna Airstrip,Kubuna Mission,Papua New Guinea,-8.6917,146.7566,small_airport,false,0
AYKO,KKD,Kokoda Airport,Kokoda,Papua New Guinea,-8.884679,147.730957,small_airport,false,2805
AYKQ,KGW,Kagi Airport,Kagi,Papua New Guinea,-9.135916666670001,147.669444444,small_airport,false,1467
AYKR,KRX,Kar Kar Airport,Kar Kar Island,Papua New Guinea,-4.557,145.9404,small_airport,false,2953
AYKT,KZF,Kaintiba Airport,Kaintiba,Papua New Guinea,-7.50025,146.033833333,small_airport,false,1476
AYKU,KUQ,Kuri Airport,Kuri,Papua New Guinea,-7.135083,143.276111,small_airport,false,0
AYKV,KVG,Kavieng Airport,Kavieng,Papua New Guinea,-2.57940006256,150.807998657,medium_airport,true,5592
AYKW,KWO,Kawito Airport,Kawito,Papua New Guinea,-7.977006912229999,142.823577881,small_airport,false,0
AYKY,LNV,Londolovit Airport,Londolovit,Papua New Guinea,-3.04361009598,152.628997803,small_airport,true,3937
AYKZ,,Kairiru Airstrip,Kairiru Island,Papua New Guinea,-3.368744,143.554225,small_airport,false,0
AYLB,LAB,Lab Lab Airport,Lab Lab Mission,Papua New Guinea,-5.7204,148.0566,small_airport,false,0
AYLC,,Lake Campbell Airstrip,Lake Campbell,Papua New Guinea,-6.7486,142.6037,small_airport,false,0
AYLE,,Lele Airstrip,Leli,Papua New Guinea,-5.2192,151.3938,small_airport,false,1969
AYLG,KEG,Keglsugl Airport,Denglagu Mission,Papua New Guinea,-5.83277777778,145.097222222,small_airport,false,2132
AYLH,,Klauhau Airstrip,Klauhau,Papua New Guinea,-4.1305,142.2495,small_airport,false,1969
AYLI,KII,Kibuli Airstrip,Kibuli,Papua New Guinea,-9.006528,142.698056,small_airport,false,1969
AYLJ,,Lamogai Airstrip,Maravo,Papua New Guinea,-5.819043,149.305308,small_airport,false,0
AYLL,LGN,Linga Linga Airport,Linga Linga,Papua New Guinea,-5.5319444444400006,149.734166667,small_airport,false,2461
AYLN,LNM,Langimar Airport,,Papua New Guinea,-7.22313888889,146.227083333,small_airport,false,1654
AYLO,LWI,Lowai Airport,Lowai,Papua New Guinea,-6.3344,146.6458,small_airport,false,1640
AYLP,LPN,Leron Plains Airport,Leron Plains,Papua New Guinea,-6.3917,146.3434,small_airport,false,0
AYLQ,,Lagoon Airstrip,Lagoon,Papua New Guinea,-8.8186,143.1317,small_airport,false,0
AYLS,LNG,Lese Airport,Lese,Papua New Guinea,-8.2799,146.2765,small_airport,false,2520
AYLT,LNC,Lengbati Airport,,Papua New Guinea,-6.384611111110001,147.368638889,small_airport,false,1535
AYLU,LMI,Lumi Airport,Lumi,Papua New Guinea,-3.47683951134,142.041292191,small_airport,false,0
AYLX,LSJ,Long Island Airport,Long Island,Papua New Guinea,-5.3604,147.0177,small_airport,false,2015
AYLY,,Myola Airstrip,Myola,Papua New Guinea,-9.151573,147.762322,small_airport,false,0
AYLZ,,Slai Airstrip,Slai,Papua New Guinea,-4.0322,143.1831,small_airport,false,2044
AYMA,MRM,Manari Airport,Manari,Papua New Guinea,-9.1908,147.6219,small_airport,false,0
AYMB,OBM,Morobe Airport,Morobe,Papua New Guinea,-7.74,147.59,small_airport,false,1998
AYMC,MYX,Menyamya Airport,Menyamya,Papua New Guinea,-7.21166666667,146.019361111,small_airport,false,0
AYMD,MAG,Madang Airport,Madang,Papua New Guinea,-5.20707988739,145.789001465,medium_airport,true,5174
AYMF,,Maimafu Airstrip,Runakuma,Papua New Guinea,-6.503221,145.03266,small_airport,false,0
AYMG,,Magleri Airstrip,Magleri,Papua New Guinea,-4.052061,141.986281,small_airport,false,0
AYMH,HGU,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,-5.828212,144.299412,medium_airport,true,7185
AYMI,MXK,Mindik Airport,Mindik,Papua New Guinea,-6.47166666667,147.441138889,small_airport,false,0
AYMJ,MPG,Makini Airport,Makini,Papua New Guinea,-6.532222222220001,147.651166667,small_airport,false,1565
AYMK,,Mok Airport,Mok,Papua New Guinea,-5.730238,149.056583,small_airport,false,0
AYML,GUV,Mougulu Airport,Mougulu,Papua New Guinea,-6.280859,142.420775,small_airport,false,0
AYMN,MDU,Mendi Airport,Mendi,Papua New Guinea,-6.14774,143.656998,medium_airport,true,4411
AYMO,MAS,Momote Airport,Manus Island,Papua New Guinea,-2.06189,147.423996,medium_airport,true,6136
AYMP,MLQ,Malalaua Airport,Malalaua,Papua New Guinea,-8.07138888889,146.155472222,small_airport,false,3609
AYMQ,MQO,Malam Airport,Malam,Papua New Guinea,-8.70916666667,142.649722222,small_airport,false,2359
AYMR,MXH,Moro Airport,Moro,Papua New Guinea,-6.36332988739,143.238006592,small_airport,true,5774
AYMS,MIS,Misima Island Airport,Misima Island,Papua New Guinea,-10.689200401299999,152.837997437,small_airport,true,3937
AYMU,,Muluma Airstrip,,Papua New Guinea,-6.426481,142.767485,small_airport,false,2165
AYMV,MKN,Malekolon Airport,Babase Island,Papua New Guinea,-4.02343055556,153.657277778,small_airport,false,3050
AYMW,MWG,Marawaka Airport,Marawaka,Papua New Guinea,-6.9736,145.8849,small_airport,false,0
